date,location,race_num,is_obstacle,age_condition,race_name,class,track_detail,surface,distance,gender,weight_type
2026-10-04,東京,1,平地,2歳,2歳未勝利,未勝利,,芝,1800,,
2026-10-04,東京,2,平地,2歳,2歳未勝利,未勝利,,芝,1400,,
2026-10-04,東京,3,平地,2歳,2歳新馬,新馬,,ダート,1600,,
2026-10-04,東京,4,障害,3歳以上,障害3歳以上未勝利,未勝利,,ダート,3000,,定量
2026-10-04,東京,5,平地,2歳,2歳新馬,新馬,,芝,2000,,
2026-10-04,東京,6,平地,2歳,2歳新馬,新馬,,芝,1600,牝馬限定,
2026-10-04,東京,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-10-04,東京,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1800,,定量
2026-10-04,東京,9,平地,3歳以上,tvk賞,2勝,,芝,1400,,定量
2026-10-04,東京,10,平地,3歳以上,赤富士ステークス,3勝,,ダート,1600,,定量
2026-10-04,東京,11,平地,3歳以上,第77回 毎日王冠（GⅡ）,G2,,芝,1800,,別定
2026-10-04,東京,12,平地,3歳以上,3歳以上2勝クラス,2勝,,ダート,1600,,定量
2026-10-04,京都,1,平地,2歳,2歳未勝利,未勝利,,ダート,1800,,
2026-10-04,京都,2,平地,2歳,2歳未勝利,未勝利,,芝,1600,,
2026-10-04,京都,3,平地,2歳,2歳新馬,新馬,,ダート,1400,,
2026-10-04,京都,4,平地,2歳,2歳新馬,新馬,,芝,1400,牝馬限定,
2026-10-04,京都,5,平地,2歳,2歳新馬,新馬,,芝,2000,,
2026-10-04,京都,6,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1800,,定量
2026-10-04,京都,7,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,,定量
2026-10-04,京都,8,平地,3歳以上,3歳以上2勝クラス,2勝,,ダート,1400,,定量
2026-10-04,京都,9,平地,3歳以上,大原ステークス,3勝,,芝,2000,,定量
2026-10-04,京都,10,平地,3歳以上,藤森ステークス,OP,,ダート,1200,,別定
2026-10-04,京都,11,平地,3歳以上,第61回 農林水産省賞典 京都大賞典（GⅡ）,G2,外,芝,2400,,別定
2026-10-04,京都,12,平地,3歳以上,3歳以上2勝クラス,2勝,,芝,1200,,定量
2026-10-03,東京,1,平地,2歳,2歳未勝利,未勝利,,ダート,1600,,
2026-10-03,東京,2,平地,2歳,2歳未勝利,未勝利,,芝,2000,,
2026-10-03,東京,3,平地,2歳,2歳新馬,新馬,,芝,1400,,
2026-10-03,東京,4,障害,3歳以上,障害3歳以上オープン,OP,,ダート,3100,,別定
2026-10-03,東京,5,平地,2歳,2歳新馬,新馬,,芝,1800,,
2026-10-03,東京,6,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,牝馬限定,定量
2026-10-03,東京,7,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1400,,定量
2026-10-03,東京,8,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1600,,定量
2026-10-03,東京,9,平地,3歳以上,八ヶ岳特別,2勝,,芝,1800,,定量
2026-10-03,東京,10,平地,3歳以上,白秋ステークス,3勝,,芝,1400,,ハンデ
2026-10-03,東京,11,平地,3歳以上,グリーンチャンネルカップ,L,,ダート,1600,,別定
2026-10-03,東京,12,平地,3歳以上,3歳以上2勝クラス,2勝,,ダート,1400,,定量
2026-10-03,京都,1,平地,2歳,2歳未勝利,未勝利,,ダート,1400,,
2026-10-03,京都,2,平地,2歳,2歳未勝利,未勝利,外,芝,1800,,
2026-10-03,京都,3,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,牝馬限定,定量
2026-10-03,京都,4,平地,2歳,2歳新馬,新馬,,ダート,1800,,
2026-10-03,京都,5,平地,2歳,2歳新馬,新馬,,芝,1600,,
2026-10-03,京都,6,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,2000,,定量
2026-10-03,京都,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-10-03,京都,8,平地,3歳以上,3歳以上2勝クラス,2勝,,芝,2000,,定量
2026-10-03,京都,9,平地,2歳,りんどう賞,1勝,外,芝,1400,牝馬限定,
2026-10-03,京都,10,平地,3歳以上,大山崎ステークス,3勝,,ダート,1200,,定量
2026-10-03,京都,11,平地,3歳以上,オパールステークス,L,,芝,1200,,ハンデ
2026-10-03,京都,12,平地,3歳以上,3歳以上2勝クラス,2勝,,ダート,1800,,定量
2026-10-10,東京,1,平地,2歳,2歳未勝利,未勝利,,ダート,1300,,
2026-10-10,東京,2,平地,2歳,2歳未勝利,未勝利,,芝,1600,牝馬限定,
2026-10-10,東京,3,平地,2歳,2歳未勝利,未勝利,,ダート,1600,,
