date,location,race_num,is_obstacle,age_condition,race_name,class,track_detail,surface,distance,gender,weight_type
2026-05-02,東京,1,平地,3歳,3歳未勝利,未勝利,,ダート,1400,牝馬限定,
2026-05-02,東京,2,平地,3歳,3歳未勝利,未勝利,,ダート,1600,,
2026-05-02,東京,3,平地,3歳,3歳未勝利,未勝利,,ダート,2100,,
2026-05-02,東京,4,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-05-02,東京,5,平地,3歳,3歳1勝クラス,1勝,,芝,1400,,
2026-05-02,東京,6,平地,4歳以上,4歳以上1勝クラス,1勝,,芝,2000,,定量
2026-05-02,東京,7,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-05-02,東京,8,平地,4歳以上,4歳以上2勝クラス,2勝,,芝,2400,,定量
2026-05-02,東京,9,平地,4歳以上,是政ステークス,3勝,,ダート,2100,,定量
2026-05-02,東京,10,平地,3歳,スイートピーステークス （オークストライアル）,L,,芝,1800,牝馬限定,
2026-05-02,東京,11,平地,4歳以上,第71回 京王杯スプリングカップ（GⅡ）,G2,,芝,1400,,別定
2026-05-02,東京,12,平地,4歳以上,4歳以上2勝クラス,2勝,,ダート,1600,,定量
2026-05-02,京都,1,平地,3歳,3歳未勝利,未勝利,,ダート,1200,,
2026-05-02,京都,2,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-05-02,京都,3,平地,3歳,3歳未勝利,未勝利,,芝,1600,牝馬限定,
2026-05-02,京都,4,平地,3歳,3歳未勝利,未勝利,,芝,1400,,
2026-05-02,京都,5,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-05-02,京都,6,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1800,牝馬限定,定量
2026-05-02,京都,7,平地,3歳,3歳1勝クラス,1勝,外,芝,1400,,
2026-05-02,京都,8,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-05-02,京都,9,平地,3歳,矢車賞,1勝,外,芝,2200,牝馬限定,
2026-05-02,京都,10,平地,4歳以上,京極特別,2勝,,ダート,1200,,定量
2026-05-02,京都,11,平地,3歳,第31回 ユニコーンステークス（GⅢ）,G3,,ダート,1900,,
2026-05-02,京都,12,平地,4歳以上,4歳以上1勝クラス,1勝,外,芝,1600,,定量
2026-05-02,新潟,1,障害,4歳以上,障害4歳以上未勝利,未勝利,外,芝,2890,,定量
2026-05-02,新潟,2,平地,3歳,3歳未勝利,未勝利,,ダート,1800,牝馬限定,
2026-05-02,新潟,3,平地,3歳,3歳未勝利,未勝利,,ダート,1200,,
2026-05-02,新潟,4,障害,4歳以上,障害4歳以上オープン,OP,外,芝,2890,,別定
2026-05-02,新潟,5,平地,3歳,3歳未勝利,未勝利,,芝,1400,,
