date,location,race_num,is_obstacle,age_condition,race_name,class,track_detail,surface,distance,gender,weight_type
2026-01-04,中山,1,平地,3歳,3歳未勝利,未勝利,,ダート,1200,牝馬限定,
2026-01-04,中山,2,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-01-04,中山,3,平地,3歳,3歳新馬,新馬,,ダート,1200,,
2026-01-04,中山,4,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-01-04,中山,5,平地,3歳,3歳未勝利,未勝利,外,芝,1600,,
2026-01-04,中山,6,平地,3歳,3歳新馬,新馬,,芝,2000,,
2026-01-04,中山,7,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1800,,定量
2026-01-04,中山,8,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1200,牝馬限定,定量
2026-01-04,中山,9,平地,4歳以上,招福ステークス,3勝,,ダート,1800,,定量
2026-01-04,中山,10,平地,3歳,ジュニアカップ,L,外,芝,1600,,別定
2026-01-04,中山,11,平地,4歳以上,第75回 日刊スポーツ賞 中山金杯（GⅢ）,G3,,芝,2000,,ハンデ
2026-01-04,中山,12,平地,4歳以上,4歳以上2勝クラス,2勝,,ダート,1200,,定量
2026-01-04,京都,1,平地,3歳,3歳未勝利,未勝利,,ダート,1200,,
2026-01-04,京都,2,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-01-04,京都,3,平地,3歳,3歳未勝利,未勝利,,ダート,1400,,
2026-01-04,京都,4,平地,3歳,3歳新馬,新馬,,ダート,1800,,
2026-01-04,京都,5,平地,3歳,3歳新馬,新馬,外,芝,1800,,
2026-01-04,京都,6,平地,3歳,3歳1勝クラス,1勝,,芝,2000,,
2026-01-04,京都,7,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1800,牝馬限定,定量
2026-01-04,京都,8,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1200,,定量
2026-01-04,京都,9,平地,4歳以上,天ケ瀬特別,2勝,,ダート,1800,,定量
2026-01-04,京都,10,平地,4歳以上,寿ステークス,3勝,,芝,2000,,定量
2026-01-04,京都,11,平地,4歳以上,第64回 スポーツニッポン賞 京都金杯（GⅢ）,G3,外,芝,1600,,ハンデ
2026-01-04,京都,12,平地,4歳以上,4歳以上2勝クラス,2勝,外,芝,1400,,定量
2026-01-05,中山,1,平地,3歳,3歳未勝利,未勝利,,ダート,1200,,
2026-01-05,中山,2,平地,3歳,3歳未勝利,未勝利,,ダート,1800,牝馬限定,
2026-01-05,中山,3,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-01-05,中山,4,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,2400,,定量
2026-01-05,中山,5,平地,3歳,3歳新馬,新馬,外,芝,1600,,
2026-01-05,中山,6,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-01-05,中山,7,平地,3歳,3歳1勝クラス,1勝,,芝,2000,,
2026-01-05,中山,8,障害,4歳以上,中山新春ジャンプステークス,OP,,ダート,3200,,別定
2026-01-05,中山,9,平地,4歳以上,初茜賞,2勝,,ダート,1800,,定量
2026-01-05,中山,10,平地,4歳以上,初日の出賞,2勝,,芝,2000,,定量
2026-01-05,中山,11,平地,4歳以上,サンライズステークス,3勝,外,芝,1200,,ハンデ
2026-01-05,中山,12,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1200,,定量
2026-01-05,京都,1,平地,3歳,3歳未勝利,未勝利,,ダート,1800,牝馬限定,
2026-01-05,京都,2,平地,3歳,3歳未勝利,未勝利,,ダート,1900,,
2026-01-05,京都,3,平地,3歳,3歳新馬,新馬,,ダート,1200,,
2026-01-05,京都,4,平地,3歳,3歳1勝クラス,1勝,,ダート,1800,,
2026-01-05,京都,5,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-01-05,京都,6,平地,3歳,3歳未勝利,未勝利,,芝,1600,,
2026-01-05,京都,7,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1800,,定量
2026-01-05,京都,8,平地,4歳以上,4歳以上2勝クラス,2勝,,ダート,1200,,定量
2026-01-05,京都,9,平地,4歳以上,逢坂山特別,2勝,外,芝,1800,,定量
2026-01-05,京都,10,平地,4歳以上,門松ステークス,3勝,,ダート,1200,,定量
2026-01-05,京都,11,平地,4歳以上,万葉ステークス,OP,外,芝,3000,,ハンデ
2026-01-05,京都,12,平地,4歳以上,4歳以上1勝クラス,1勝,外,芝,1600,,定量
2026-01-10,中山,1,平地,3歳,3歳未勝利,未勝利,,ダート,1200,牝馬限定,
2026-01-10,中山,2,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-01-10,中山,3,平地,3歳,3歳未勝利,未勝利,,ダート,1200,,
2026-01-10,中山,4,平地,3歳,3歳新馬,新馬,,ダート,1800,牝馬限定,
2026-01-10,中山,5,平地,3歳,3歳新馬,新馬,,芝,2000,,
2026-01-10,中山,6,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1800,,定量
2026-01-10,中山,7,平地,3歳,3歳未勝利,未勝利,外,芝,1600,,
2026-01-10,中山,8,平地,4歳以上,4歳以上2勝クラス,2勝,,ダート,1800,,定量
2026-01-10,中山,9,平地,3歳,黒竹賞,1勝,,ダート,1800,,
2026-01-10,中山,10,平地,4歳以上,初凪賞,2勝,外,芝,1600,,定量
2026-01-10,中山,11,平地,4歳以上,迎春ステークス,3勝,外,芝,2200,,定量
2026-01-10,中山,12,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1200,,定量
2026-01-10,京都,1,平地,3歳,3歳未勝利,未勝利,,ダート,1800,牝馬限定,
2026-01-10,京都,2,平地,3歳,3歳未勝利,未勝利,,ダート,1900,,
2026-01-10,京都,3,平地,3歳,3歳新馬,新馬,,ダート,1400,,
2026-01-10,京都,4,平地,3歳,3歳1勝クラス,1勝,,ダート,1800,,
2026-01-10,京都,5,平地,3歳,3歳未勝利,未勝利,,芝,1600,牝馬限定,
2026-01-10,京都,6,平地,3歳,3歳未勝利,未勝利,外,芝,2400,,
2026-01-10,京都,7,平地,4歳以上,4歳以上1勝クラス,1勝,,ダート,1200,,定量
2026-01-10,京都,8,障害,4歳以上,牛若丸ジャンプステークス,OP,,ダート,3170,,別定
2026-01-10,京都,9,平地,4歳以上,出町特別,2勝,,ダート,1800,牝馬限定,定量
2026-01-10,京都,10,平地,4歳以上,鹿ケ谷特別,2勝,,芝,1200,,ハンデ
