date,location,race_num,is_obstacle,age_condition,race_name,class,track_detail,surface,distance,gender,weight_type
2026-06-06,東京,1,障害,3歳以上,障害3歳以上未勝利,未勝利,,ダート,3000,,定量
2026-06-06,東京,2,平地,3歳,3歳未勝利,未勝利,,ダート,1600,牝馬限定,
2026-06-06,東京,3,平地,3歳,3歳未勝利,未勝利,,ダート,1400,,
2026-06-06,東京,4,平地,2歳,2歳新馬,新馬,,芝,1400,,
2026-06-06,東京,5,平地,2歳,2歳新馬,新馬,,芝,1600,,
2026-06-06,東京,6,平地,3歳,3歳未勝利,未勝利,,ダート,1600,,
2026-06-06,東京,7,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-06-06,東京,8,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1600,牝馬限定,定量
2026-06-06,東京,9,平地,3歳以上,稲城特別,1勝,,芝,2400,,定量
2026-06-06,東京,10,平地,3歳以上,テレビ山梨杯,2勝,,芝,1400,,ハンデ
2026-06-06,東京,11,平地,3歳以上,麦秋ステークス,3勝,,ダート,1400,,ハンデ
2026-06-06,東京,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1600,,定量
2026-06-06,阪神,1,平地,3歳,3歳未勝利,未勝利,,ダート,1400,牝馬限定,
2026-06-06,阪神,2,平地,3歳,3歳未勝利,未勝利,,ダート,1200,,
2026-06-06,阪神,3,平地,3歳,3歳未勝利,未勝利,,ダート,1800,牝馬限定,
2026-06-06,阪神,4,平地,3歳,3歳未勝利,未勝利,,芝,1200,,
2026-06-06,阪神,5,平地,2歳,2歳新馬,新馬,外,芝,1600,,
2026-06-06,阪神,6,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-06-06,阪神,7,平地,3歳,3歳未勝利,未勝利,外,芝,1600,,
2026-06-06,阪神,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,2200,,定量
2026-06-06,阪神,9,平地,3歳以上,城崎特別,1勝,外,芝,1800,,定量
2026-06-06,阪神,10,平地,3歳以上,加古川特別,2勝,,ダート,1800,,定量
2026-06-06,阪神,11,平地,3歳以上,垂水ステークス,3勝,,芝,2000,,定量
2026-06-06,阪神,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-06-07,東京,1,平地,3歳,3歳未勝利,未勝利,,ダート,1400,牝馬限定,
2026-06-07,東京,2,平地,3歳,3歳未勝利,未勝利,,ダート,2100,,
2026-06-07,東京,3,平地,3歳,3歳未勝利,未勝利,,ダート,1600,,
2026-06-07,東京,4,平地,3歳,3歳未勝利,未勝利,,芝,1600,,
2026-06-07,東京,5,平地,2歳,2歳新馬,新馬,,芝,1800,,
2026-06-07,東京,6,平地,3歳,3歳未勝利,未勝利,,ダート,1300,,
2026-06-07,東京,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-06-07,東京,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1600,,定量
2026-06-07,東京,9,平地,3歳以上,香港ジョッキークラブトロフィー,2勝,,芝,2000,,定量
2026-06-07,東京,10,平地,3歳以上,八王子特別,2勝,,ダート,1400,,定量
2026-06-07,東京,11,平地,3歳以上,第76回 農林水産省賞典 安田記念（GⅠ）,G1,,芝,1600,,定量
2026-06-07,東京,12,平地,3歳以上,小金井特別,2勝,,ダート,1600,,定量
2026-06-07,阪神,1,障害,3歳以上,障害3歳以上未勝利,未勝利,,ダート,2970,,定量
2026-06-07,阪神,2,平地,3歳,3歳未勝利,未勝利,外,芝,1800,牝馬限定,
2026-06-07,阪神,3,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-06-07,阪神,4,平地,3歳,3歳未勝利,未勝利,,ダート,1400,,
2026-06-07,阪神,5,平地,2歳,2歳新馬,新馬,,芝,1400,,
2026-06-07,阪神,6,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-06-07,阪神,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1800,牝馬限定,定量
2026-06-07,阪神,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1400,,定量
2026-06-07,阪神,9,平地,3歳以上,洲本特別,2勝,,ダート,1400,,定量
2026-06-07,阪神,10,平地,3歳以上,三木特別,2勝,外,芝,1800,,定量
2026-06-07,阪神,11,平地,3歳以上,水無月ステークス,OP,,ダート,1200,,ハンデ
2026-06-07,阪神,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1800,,定量
2026-06-13,東京,1,平地,3歳,3歳未勝利,未勝利,,ダート,1600,牝馬限定,
2026-06-13,東京,2,平地,3歳,3歳未勝利,未勝利,,芝,2400,,
2026-06-13,東京,3,平地,3歳,3歳未勝利,未勝利,,ダート,1400,,
2026-06-13,東京,4,障害,3歳以上,第28回 東京ジャンプステークス（J・GⅢ）,G3,,芝,3110,,別定
2026-06-13,東京,5,平地,2歳,2歳新馬,新馬,,芝,1600,牝馬限定,
2026-06-13,東京,6,平地,2歳,2歳新馬,新馬,,芝,1400,,
2026-06-13,東京,7,平地,3歳,3歳未勝利,未勝利,,ダート,1600,,
2026-06-13,東京,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1400,,定量
2026-06-13,東京,9,平地,3歳以上,日野特別,2勝,,ダート,2100,,定量
2026-06-13,東京,10,平地,3歳以上,夏至ステークス,3勝,,ダート,1600,,定量
2026-06-13,東京,11,平地,3歳以上,ジューンステークス,OP,,芝,1800,,別定
2026-06-13,東京,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-06-13,阪神,1,平地,3歳,3歳未勝利,未勝利,,ダート,1200,牝馬限定,
2026-06-13,阪神,2,平地,3歳,3歳未勝利,未勝利,,ダート,2000,,
2026-06-13,阪神,3,平地,3歳,3歳未勝利,未勝利,外,芝,1600,,
2026-06-13,阪神,4,平地,3歳,3歳未勝利,未勝利,外,芝,1800,,
2026-06-13,阪神,5,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-13,阪神,6,平地,2歳,2歳新馬,新馬,,ダート,1400,,
2026-06-13,阪神,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1800,,定量
2026-06-13,阪神,8,平地,3歳以上,3歳以上1勝クラス,1勝,外,芝,1600,牝馬限定,定量
2026-06-13,阪神,9,平地,3歳以上,三田特別,2勝,,芝,2200,,定量
2026-06-13,阪神,10,平地,3歳以上,安芸特別,2勝,,ダート,1200,,定量
2026-06-13,阪神,11,平地,3歳以上,三宮ステークス,OP,,ダート,1800,,ハンデ
2026-06-13,阪神,12,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,,定量
2026-06-13,函館,1,平地,3歳,3歳未勝利,未勝利,,芝,1200,,
2026-06-13,函館,2,平地,3歳,3歳未勝利,未勝利,,ダート,1700,牝馬限定,
2026-06-13,函館,3,平地,3歳,3歳未勝利,未勝利,,ダート,1000,,
2026-06-13,函館,4,平地,3歳,3歳未勝利,未勝利,,芝,2600,,
2026-06-13,函館,5,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-13,函館,6,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-13,函館,7,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,,定量
2026-06-13,函館,8,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1000,,定量
2026-06-13,函館,9,平地,3歳以上,奥尻特別,1勝,,芝,2000,,定量
2026-06-13,函館,10,平地,3歳以上,松前特別,2勝,,芝,1800,,定量
2026-06-13,函館,11,平地,3歳以上,サマースプリントシリーズ 第33回 函館スプリントステークス（GⅢ）,G3,,芝,1200,,別定
2026-06-13,函館,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,,定量
2026-06-14,東京,1,平地,3歳,3歳未勝利,未勝利,,ダート,1300,,
2026-06-14,東京,2,平地,3歳,3歳未勝利,未勝利,,ダート,2100,,
2026-06-14,東京,3,平地,3歳,3歳未勝利,未勝利,,芝,1400,,
2026-06-14,東京,4,平地,2歳,2歳新馬,新馬,,ダート,1400,,
2026-06-14,東京,5,平地,2歳,2歳新馬,新馬,,芝,1600,,
2026-06-14,東京,6,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,2100,,定量
2026-06-14,東京,7,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,2000,,定量
2026-06-14,東京,8,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1600,,定量
2026-06-14,東京,9,平地,3歳以上,芦ノ湖特別,2勝,,芝,1600,,定量
2026-06-14,東京,10,平地,3歳以上,江の島ステークス,3勝,,芝,2400,,定量
2026-06-14,東京,11,平地,3歳以上,ウッドバイン競馬場賞 パラダイスステークス,L,,芝,1400,,ハンデ
2026-06-14,東京,12,平地,3歳以上,3歳以上2勝クラス,2勝,,ダート,1600,,定量
2026-06-14,阪神,1,平地,3歳,3歳未勝利,未勝利,,ダート,1800,牝馬限定,
2026-06-14,阪神,2,平地,3歳,3歳未勝利,未勝利,,ダート,1400,,
2026-06-14,阪神,3,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-06-14,阪神,4,平地,3歳,3歳未勝利,未勝利,,芝,2200,,
2026-06-14,阪神,5,平地,2歳,2歳新馬,新馬,外,芝,1800,,
2026-06-14,阪神,6,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1200,,定量
2026-06-14,阪神,7,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,2000,,定量
2026-06-14,阪神,8,平地,3歳以上,逆瀬川特別,2勝,,ダート,1800,牝馬限定,定量
2026-06-14,阪神,9,平地,3歳以上,武庫川特別,2勝,,芝,1200,,定量
2026-06-14,阪神,10,平地,3歳以上,花のみちステークス,3勝,外,芝,1600,,定量
2026-06-14,阪神,11,平地,3歳以上,第67回 宝塚記念（GⅠ）,G1,,芝,2200,,定量
2026-06-14,阪神,12,平地,3歳以上,リボン賞,3勝,,ダート,1200,,ハンデ
2026-06-14,函館,1,平地,3歳,3歳未勝利,未勝利,,芝,1200,,
2026-06-14,函館,2,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-14,函館,3,平地,3歳,3歳未勝利,未勝利,,ダート,1000,,
2026-06-14,函館,4,平地,3歳,3歳未勝利,未勝利,,芝,1800,,
2026-06-14,函館,5,平地,2歳,2歳新馬,新馬,,芝,1000,,
2026-06-14,函館,6,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-06-14,函館,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1000,牝馬限定,定量
2026-06-14,函館,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,,定量
2026-06-14,函館,9,平地,3歳以上,八雲特別,1勝,,芝,1800,,定量
2026-06-14,函館,10,平地,3歳以上,ウインズ津軽20周年記念 津軽海峡特別,2勝,,ダート,1700,,ハンデ
2026-06-14,函館,11,平地,3歳以上,函館日刊スポーツ杯,2勝,,芝,1200,,定量
2026-06-14,函館,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,,定量
2026-06-20,東京,1,平地,3歳,3歳未勝利,未勝利,,ダート,1600,牝馬限定,
2026-06-20,東京,2,平地,3歳,3歳未勝利,未勝利,,ダート,1400,,
2026-06-20,東京,3,平地,3歳,3歳未勝利,未勝利,,芝,1800,,
2026-06-20,東京,4,平地,2歳,2歳新馬,新馬,,芝,1400,牝馬限定,
2026-06-20,東京,5,平地,2歳,2歳新馬,新馬,,芝,1600,,
2026-06-20,東京,6,平地,3歳,3歳未勝利,未勝利,,ダート,1600,,
2026-06-20,東京,7,平地,3歳,3歳未勝利,未勝利,,ダート,1400,牝馬限定,
2026-06-20,東京,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1800,,定量
2026-06-20,東京,9,平地,3歳以上,町田特別,2勝,,芝,2400,,ハンデ
2026-06-20,東京,10,平地,3歳以上,相模湖特別,2勝,,芝,1400,,定量
2026-06-20,東京,11,平地,3歳以上,スレイプニルステークス,OP,,ダート,2100,,別定
2026-06-20,東京,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1600,,定量
2026-06-20,阪神,1,障害,3歳以上,障害3歳以上オープン,OP,,ダート,3110,,別定
2026-06-20,阪神,2,平地,3歳,3歳未勝利,未勝利,,ダート,1200,,
2026-06-20,阪神,3,平地,3歳,3歳未勝利,未勝利,,ダート,1800,牝馬限定,
2026-06-20,阪神,4,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-06-20,阪神,5,平地,2歳,2歳新馬,新馬,,芝,1400,,
2026-06-20,阪神,6,平地,3歳,3歳未勝利,未勝利,外,芝,1800,,
2026-06-20,阪神,7,平地,3歳以上,3歳以上1勝クラス,1勝,外,芝,2400,,定量
2026-06-20,阪神,8,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1800,,定量
2026-06-20,阪神,9,平地,3歳以上,舞子特別,2勝,外,芝,1600,,ハンデ
2026-06-20,阪神,10,平地,3歳以上,ストークステークス,3勝,,芝,2200,,ハンデ
2026-06-20,阪神,11,平地,3歳以上,天保山ステークス,OP,,ダート,1400,,別定
2026-06-20,阪神,12,平地,3歳以上,3歳以上1勝クラス,1勝,外,芝,1600,,定量
2026-06-20,函館,1,平地,3歳,3歳未勝利,未勝利,,芝,1200,,
2026-06-20,函館,2,平地,3歳,3歳未勝利,未勝利,,ダート,1700,牝馬限定,
2026-06-20,函館,3,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-06-20,函館,4,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-20,函館,5,平地,2歳,2歳新馬,新馬,,芝,1200,牝馬限定,
2026-06-20,函館,6,平地,2歳,2歳新馬,新馬,,ダート,1000,,
2026-06-20,函館,7,平地,3歳,3歳未勝利,未勝利,,芝,1800,牝馬限定,
2026-06-20,函館,8,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1000,,定量
2026-06-20,函館,9,平地,3歳以上,下北半島特別,1勝,,芝,1200,,定量
2026-06-20,函館,10,平地,3歳以上,駒ケ岳特別,1勝,,芝,2600,,定量
2026-06-20,函館,11,平地,3歳以上,STV杯,2勝,,芝,1200,,定量
2026-06-20,函館,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,,定量
2026-06-21,東京,1,障害,3歳以上,障害3歳以上未勝利,未勝利,,ダート,3000,,定量
2026-06-21,東京,2,平地,3歳,3歳未勝利,未勝利,,ダート,1600,,
2026-06-21,東京,3,平地,3歳,3歳未勝利,未勝利,,ダート,2100,,
2026-06-21,東京,4,平地,2歳,2歳新馬,新馬,,芝,1400,,
2026-06-21,東京,5,平地,2歳,2歳新馬,新馬,,芝,1800,,
2026-06-21,東京,6,平地,3歳,3歳未勝利,未勝利,,芝,1600,,
2026-06-21,東京,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1600,牝馬限定,定量
2026-06-21,東京,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1600,,定量
2026-06-21,東京,9,平地,3歳以上,甲州街道特別,2勝,,ダート,1400,,定量
2026-06-21,東京,10,平地,3歳以上,多摩川ステークス,3勝,,芝,1400,,定量
2026-06-21,東京,11,平地,3歳以上,第74回 府中牝馬ステークス（GⅢ）,G3,,芝,1800,牝馬限定,ハンデ
2026-06-21,東京,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-06-21,阪神,1,平地,3歳,3歳未勝利,未勝利,,ダート,1400,,
2026-06-21,阪神,2,平地,3歳,3歳未勝利,未勝利,外,芝,1600,牝馬限定,
2026-06-21,阪神,3,平地,3歳,3歳未勝利,未勝利,,ダート,1800,,
2026-06-21,阪神,4,平地,3歳,3歳未勝利,未勝利,外,芝,2400,,
2026-06-21,阪神,5,平地,2歳,2歳新馬,新馬,外,芝,1600,,
2026-06-21,阪神,6,平地,3歳,3歳未勝利,未勝利,,芝,1400,,
2026-06-21,阪神,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1400,,定量
2026-06-21,阪神,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,2000,牝馬限定,定量
2026-06-21,阪神,9,平地,3歳以上,高砂特別,2勝,,芝,2000,,定量
2026-06-21,阪神,10,平地,3歳以上,姫路ステークス,3勝,,ダート,1800,,定量
2026-06-21,阪神,11,平地,3歳以上,サマーマイルシリーズ 第2回 しらさぎステークス（GⅢ）,G3,外,芝,1600,,別定
2026-06-21,阪神,12,平地,3歳以上,3歳以上2勝クラス,2勝,,ダート,1800,,定量
2026-06-21,函館,1,平地,3歳,3歳未勝利,未勝利,,芝,1200,牝馬限定,
2026-06-21,函館,2,平地,3歳,3歳未勝利,未勝利,,ダート,2400,,
2026-06-21,函館,3,平地,3歳,3歳未勝利,未勝利,,ダート,1000,,
2026-06-21,函館,4,平地,3歳,3歳未勝利,未勝利,,芝,1800,,
2026-06-21,函館,5,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-21,函館,6,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-21,函館,7,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,牝馬限定,定量
2026-06-21,函館,8,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,,定量
2026-06-21,函館,9,平地,3歳以上,遊楽部特別,1勝,,芝,2000,牝馬限定,定量
2026-06-21,函館,10,平地,3歳以上,檜山特別,2勝,,ダート,1700,,定量
2026-06-21,函館,11,平地,3歳以上,UHB杯,3勝,,芝,1200,,ハンデ
2026-06-21,函館,12,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1800,,定量
2026-06-27,福島,1,障害,3歳以上,障害3歳以上未勝利,未勝利,,芝,2750,,定量
2026-06-27,福島,2,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-27,福島,3,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,,定量
2026-06-27,福島,4,障害,3歳以上,障害3歳以上オープン,OP,,芝,2750,,別定
2026-06-27,福島,5,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-27,福島,6,平地,2歳,2歳新馬,新馬,,ダート,1150,,
2026-06-27,福島,7,平地,3歳,3歳未勝利,未勝利,,芝,1800,牝馬限定,
2026-06-27,福島,8,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-06-27,福島,9,平地,3歳以上,さくらんぼ特別,2勝,,ダート,1150,,定量
2026-06-27,福島,10,平地,3歳以上,いわき特別,2勝,,ダート,1700,,定量
2026-06-27,福島,11,平地,3歳以上,バーデンバーデンカップ,3勝,,芝,2000,,定量
2026-06-27,福島,12,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,,定量
2026-06-27,小倉,1,平地,2歳,2歳未勝利,未勝利,,芝,1200,,
2026-06-27,小倉,2,平地,3歳,3歳未勝利,未勝利,,ダート,1000,,
2026-06-27,小倉,3,平地,3歳,3歳未勝利,未勝利,,芝,1800,牝馬限定,
2026-06-27,小倉,4,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-27,小倉,5,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-27,小倉,6,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-06-27,小倉,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,牝馬限定,定量
2026-06-27,小倉,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,,定量
2026-06-27,小倉,9,平地,3歳以上,八代特別,1勝,,芝,2000,,定量
2026-06-27,小倉,10,平地,3歳以上,宗像特別,2勝,,芝,1200,,定量
2026-06-27,小倉,11,平地,3歳以上,薩摩ステークス,3勝,,ダート,1700,,定量
2026-06-27,小倉,12,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,,定量
2026-06-27,函館,1,平地,3歳,3歳未勝利,未勝利,,芝,1200,,
2026-06-27,函館,2,平地,3歳,3歳未勝利,未勝利,,ダート,1000,牝馬限定,
2026-06-27,函館,3,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-27,函館,4,平地,3歳,3歳未勝利,未勝利,,芝,1800,,
2026-06-27,函館,5,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-27,函館,6,平地,3歳,3歳未勝利,未勝利,,ダート,1700,牝馬限定,
2026-06-27,函館,7,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,2000,,定量
2026-06-27,函館,8,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1000,,定量
2026-06-27,函館,9,平地,3歳以上,長万部特別,1勝,,芝,1200,,定量
2026-06-27,函館,10,平地,3歳以上,洞爺湖特別,2勝,,芝,2000,,定量
2026-06-27,函館,11,平地,3歳以上,青函ステークス,OP,,芝,1200,,ハンデ
2026-06-27,函館,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,,定量
2026-06-28,福島,1,障害,3歳以上,障害3歳以上未勝利,未勝利,,芝,2750,,定量
2026-06-28,福島,2,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-28,福島,3,平地,2歳,2歳未勝利,未勝利,,芝,1200,,
2026-06-28,福島,4,平地,2歳,2歳新馬,新馬,,芝,1200,牝馬限定,
2026-06-28,福島,5,平地,2歳,2歳新馬,新馬,,芝,1800,,
2026-06-28,福島,6,平地,3歳,3歳未勝利,未勝利,,ダート,1150,,
2026-06-28,福島,7,平地,3歳,3歳未勝利,未勝利,,芝,1200,,
2026-06-28,福島,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,2600,,定量
2026-06-28,福島,9,平地,3歳以上,松島特別,2勝,,芝,2000,牝馬限定,定量
2026-06-28,福島,10,平地,3歳以上,鶴ヶ城ステークス,3勝,,ダート,1700,,定量
2026-06-28,福島,11,平地,3歳,第75回 ラジオNIKKEI賞（GⅢ）,G3,,芝,1800,,ハンデ
2026-06-28,福島,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1150,,定量
2026-06-28,小倉,1,平地,3歳,3歳未勝利,未勝利,,芝,1200,牝馬限定,
2026-06-28,小倉,2,平地,3歳,3歳未勝利,未勝利,,芝,1800,,
2026-06-28,小倉,3,平地,3歳,3歳未勝利,未勝利,,芝,1200,,
2026-06-28,小倉,4,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-28,小倉,5,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-28,小倉,6,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-28,小倉,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1000,,定量
2026-06-28,小倉,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1800,牝馬限定,定量
2026-06-28,小倉,9,平地,3歳以上,帆柱山特別,2勝,,芝,2600,,定量
2026-06-28,小倉,10,平地,3歳以上,西部日刊スポーツ杯,2勝,,ダート,1700,,ハンデ
2026-06-28,小倉,11,平地,3歳以上,紫川ステークス,3勝,,芝,1200,,ハンデ
2026-06-28,小倉,12,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,,定量
2026-06-28,函館,1,平地,2歳,2歳未勝利,未勝利,,芝,1200,,
2026-06-28,函館,2,平地,3歳,3歳未勝利,未勝利,,ダート,1700,,
2026-06-28,函館,3,平地,3歳,3歳未勝利,未勝利,,ダート,1000,,
2026-06-28,函館,4,平地,3歳,3歳未勝利,未勝利,,芝,2600,,
2026-06-28,函館,5,平地,2歳,2歳新馬,新馬,,芝,1200,,
2026-06-28,函館,6,平地,3歳,3歳未勝利,未勝利,,芝,2000,,
2026-06-28,函館,7,平地,3歳以上,3歳以上1勝クラス,1勝,,ダート,1700,牝馬限定,定量
2026-06-28,函館,8,平地,3歳以上,3歳以上1勝クラス,1勝,,芝,1200,,定量
2026-06-28,函館,9,平地,3歳以上,臥牛山特別,1勝,,芝,1800,,定量
2026-06-28,函館,10,平地,3歳以上,渡島特別,2勝,,ダート,1700,牝馬限定,定量
